label_str,ltable_id,rtable_id,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
Yes,946,2283,1,946,the print shop 21 deluxe by broderbund,encore software,,2283,encore software 10038 encore the print shop v. 21.0 deluxe print management pc,,41.97
Yes,932,175,1,932,registry mechanic 5.x pc system repair,pc tools,29.95,175,encore inc registry mechanic,,25.49
No,1182,2627,0,1182,onone software pxl smartscale windows and macintosh ),onone software,,2627,onone software pxe-11433 pxl smartscale elect 1-user english mac/win,onone software,158.99
Yes,1195,1028,1,1195,home design architect series 3000 v10 .0,punch ! software,149.95,1028,punch software 83100 punch ! home design architectural series 3000 v 10 ( win 98 me nt 2000 xp ),,124.97
Yes,581,2583,1,581,hoyle board games,encore,9.99,2583,encore software 10027 hoyle board games ( win 98 me 2000 xp ),,7.47
No,47,2072,0,47,math success deluxe 2006,topics entertainment,49.99,2072,topics entertainment reference success deluxe 2006,,22.9
No,233,2840,0,233,photo explosion deluxe 3.0,nova development,49.99,2840,photo explosion deluxe 3.0 nova,,49.99
No,532,3092,0,532,quickbooks pro 2007 for mac ( mac ),intuit,199.95,3092,quickbooks ( r ) pro 2007,,179.99
Yes,1272,2744,1,1272,punch ! home design architectural series 18,punch ! software,129.99,2744,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
Yes,516,893,1,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,893,adobe cs3 design premium upgrade,,619.99
No,403,2888,0,403,backyard skateboarding,atari,,2888,backyard skateboarding,,7.95
Yes,600,2115,1,600,apple . mac 4.0 online service family pack,apple,179.95,2115,apple . mac family pack software five user license with 1-year subscription apple & mac software,,179.0
No,165,1992,0,165,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),hewlett packard,,1992,hewlett packard 231319-b26 secure path v4 .0 c for windows workgroup ed 50u lics & media 0808736757386,,60190.54
No,750,1816,0,750,microspot interiors ( mac ),microspot ltd.,99.95,1816,microspot interiors ( mac 10.2 or later ),,99.95
No,895,1118,0,895,hoyle card games 2007,encore software,19.99,1118,hoyle ( r ) card games 2007,,19.99
No,615,946,0,615,adobe creative suite cs3 design standard upgrade,adobe,399.0,946,adobe cs3 design standard upgrade,,413.99
No,35,433,0,35,the print shop pro publisher 22 deluxe [ dvd ],encore,99.99,433,encore inc print shop 22 deluxe,,42.69
No,765,388,0,765,unreal tournament 2004 dvd-rom ),atari,29.99,388,atari unreal tournament 2004 : dvd edition ( pc ) game,,9.99
No,540,2181,0,540,ulead videostudio 11 plus,corel,129.99,2181,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software,,89.95
Yes,183,1555,1,183,jumpstart reading with karaoke,knowledge adventure,29.99,1555,knowledge adventure 20033 jumpstart reading with karaoke,knowledge adventure,19.99
No,796,2521,0,796,ulead videostudio 11,corel,89.99,2521,corel ulead videostudio 11 plus software for win educational license authoring software,,89.95
Yes,636,2153,1,636,mavis beacon teaches typing deluxe v17,encore software,39.99,2153,mavis beacon teaches typing v17 deluxe pc/mac,,29.9
No,973,987,0,973,computrace lojack for laptops : 1 year subscription,absolute software,49.99,987,computrace lojack for laptops 1 yr subscription,,45.99
Yes,983,821,1,983,cook 'n low fat,dvo enterprises,19.99,821,dvo enterprises inc. cookn low fat,,17.55
Yes,603,259,1,603,apple aperture 1.5,apple,299.0,259,apple aperture v 1.5 photo editing,,299.99
No,605,1182,0,605,microsoft word 2004 ( mac ),microsoft,229.99,1182,microsoft ( r ) office word 2004 for mac full version,,231.29
Yes,923,176,1,923,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,176,adobe illustrator cs3 upgrade for mac,,206.99
No,520,1823,0,520,quickbooks premier nonprofit edition 2007,intuit,399.95,1823,299530 quickbooks premier nonprofit edition 2007 complete package 1 user cd win,,344.58
No,7,1908,0,7,acad upgrade dragon naturallyspeaking pro solution 9.0 ( a289a-fd7-9 .0 ),nuance academic,399.54,1908,nuance dragon naturallyspeaking v. 9.0 professional upgrade,,212.62
No,1085,1396,0,1085,burning monkey solitaire 4.0,freeverse software,24.95,1396,freeverse software 7001 burning monkey solitaire 4.0 mac 10.3.9 or later ub,,22.97
No,257,728,0,257,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,728,bablbr1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,,842.73
No,482,3130,0,482,window washer,webroot-software-inc,,3130,webroot ( r ) window washer ( tm ) 5.0,,28.99
Yes,836,2893,1,836,i love the usa,global-software-publishing,9.99,2893,global software a1055 i love the usa,global software,11.99
No,614,1207,0,614,microsoft works suite 2006,microsoft,99.0,1207,microsoft ( r ) works suite 2006,,99.99
Yes,271,1512,1,271,microsoft office small business 2007,microsoft software,735.33,1512,microsoft w87-02380 office sbe 2007 win32,,400.34
Yes,736,426,1,736,adobe creative suite cs3 production premium upgrade,adobe,799.0,426,adobe cs3 production premium upgrade,,822.99
Yes,1356,624,1,1356,sentinel : descendants in time,dreamcatcher interactive,19.99,624,dreamcatcher interactive sentinel : descendants in time,,17.55
No,361,71,0,361,adobe creative suite cs3 web standard upsell,adobe,799.0,71,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,,1056.98
No,635,3050,0,635,family tree maker version 16 essentials,encore,29.95,3050,encore software 10891 family tree maker version 16 essential sb cs,,25.97
Yes,945,887,1,945,classification & ecology ( win/mac ) ( jewel case ),fogware publishing,9.99,887,fogware publishing middle school life science classification & ecology,,6.84
Yes,903,989,1,903,mavis beacon teaches typing 17 standard,encore software,19.99,989,broderbund mavis beacon teaches typing standard17,,22.99
Yes,935,3008,1,935,corel dvd moviefactory 6.0 plus,corel,79.99,3008,dvd moviefactory 6 plus,,77.32
No,243,2863,0,243,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46,2863,microsoft money 2007 premium ( pc ),,79.99
Yes,528,2301,1,528,quickbooks simple start 2007,intuit,99.95,2301,intuit quickbooks simple start edition 2007 software for windows tax & finance software,,83.95
Yes,454,2136,1,454,land before time : preschool,brighter-minds-media-inc .,9.99,2136,the land before time : preschool adventure,brighter-minds-media-inc .,12.9
Yes,459,2523,1,459,anti-spyware 3.0 win normal 1u new,trend micro,48.91,2523,anti-spyware 3.0 win normal 1u new,,24.99
No,516,1763,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,1763,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
Yes,57,2101,1,57,museums of the world,topics entertainment,19.99,2101,topics presents : museums of world,,12.9
Yes,1277,1031,1,1277,palo alto marketing plan pro 9.0,palo-alto-software,179.0,1031,palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc,palo-alto-software,149.97
No,958,2444,0,958,onone plug-in suite 3 for adobe photoshop,onone software,399.95,2444,onone software pps-30212 on1 plug-in suite v. 3.0 for adobe photoshop upgrade image collection/editing/archive pc mac intel-based mac,,274.97
No,1235,145,0,1235,photoshop elements 4 edu mac 1u,adobe-education-box,69.0,145,adobe photoshop elements 4.0 mac,,79.99
No,1115,2920,0,1115,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,2920,punch software professional home design platinum version 10,,99.99
Yes,1175,2158,1,1175,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,2158,apple mac os x v10 .4 tiger software family pack apple & mac software,,199.95
No,741,2860,0,741,illustrator cs3 13 mac ed 1u,adobe-education-box,199.0,2860,adobe illustrator cs3 ( mac ),,599.0
Yes,13,2264,1,13,spy sweeper spanish,webroot software,29.95,2264,webroot software inc 31250 spy sweeper spanish win 2000 xp,,25.97
Yes,131,1816,1,131,microspot interiors,microspot ltd.,99.95,1816,microspot interiors ( mac 10.2 or later ),,99.95
Yes,1018,771,1,1018,wheel of fortune deluxe,encore,19.99,771,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista,,18.97
Yes,902,2605,1,902,sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,,2605,madison media software ssda3000 sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,370.97
Yes,323,3106,1,323,geometry ( win/mac ) ( jewel case ),fogware publishing,9.99,3106,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
No,1145,2206,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,2206,microsoft office 2004 software suite oem mac apple & mac software,,239.95
Yes,1251,533,1,1251,adobe acrobat standard 8.0,adobe,449.99,533,adobe acrobat v8 .0 professional for mac,,405.99
Yes,383,3099,1,383,merriam-webster 's dictionary ( win/mac ) ( jewel case ),fogware publishing,9.99,3099,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
No,563,1901,0,563,macromedia director 10 mx 2004,adobe,2171.7,1901,38000773 macromedia director mx 2004 complete package 1 user cd win mac univer,,1285.07
Yes,13,1966,1,13,spy sweeper spanish,webroot software,29.95,1966,webroot software inc 31250 spy sweeper spanish,,24.81
Yes,673,255,1,673,bryce 6,re : launch,109.95,255,re : launch bryce 6,,94.94
Yes,80,1579,1,80,kaplan sat/act/psat express,topics entertainment,9.99,1579,kaplan sat/act/psat express,,9.99
Yes,1008,1534,1,1008,norton internet security 2008 10 user,symantec,199.99,1534,norton internet security 2008 10 user,,199.99
No,1024,2420,0,1024,punch super home suite 3.0,punch ! software,49.99,2420,punch software 38100 punch ! super home suite ( small box ),punch software,45.99
Yes,669,219,1,669,printmaster gold v 17.0,encore software,19.99,219,encore inc printmaster gold v 17.0,,17.1
No,1013,402,0,1013,marine aquarium 2.0 ( pc & mac ),encore,29.99,402,encore marine aquarium 2.0,,19.99
No,551,134,0,551,symc backup exec sbs aws 11d win sbs agent for windows systems,symantec,447.74,134,10759458 symantec backup exec 11d for windows small business server premium w / continuo,,520.31
Yes,1115,792,1,1115,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,792,punch software master landscape professional & home design v 10.0,,69.99
No,135,1886,0,135,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,1886,c8a-00066 microsoft dynamics crm professional v. 3.0 product upgrade license 20,,9676.92
No,944,774,0,944,registry mechanic by encore software,encore software,46.52,774,encore software 10598 registry mechanic win 98 me 2000 xp,,26.97
Yes,1275,1032,1,1275,punch ! super home suite,punch ! software,49.99,1032,punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc,,45.97
Yes,1086,2077,1,1086,calendar creator platinum sb cs by riverdeep,encore software,29.99,2077,encore software 11031 calendar creator platinum sb csby riverdeep,,25.97
Yes,41,2043,1,41,imsi turbocad designer v. 11,imsi,39.99,2043,imsi turbocad designer 11,,12.9
No,783,613,0,783,corel dvd moviefactory 6.0,corel,49.99,613,corel corporation dvd movie factory 6 plus retial ( english ),,74.08
Yes,378,2628,1,378,aquarium 3-in-one collection ( win/mac ),encore software,19.99,2628,aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ),,19.95
No,773,2411,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,2411,office mac 2004 microsoft 731-01002,,331.77
No,158,1911,0,158,photo objects 150 000 for macintosh,nova development,49.99,1911,bjmt art explosion photo objects 150000 complete package 1 user dvd mac,,43.22
Yes,860,228,1,860,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,228,apple ilife '06 family pack,,99.99
No,138,1892,0,138,sonicwall gms standard edition 10 node license,sonicwall,,1892,01-ssc-3363 sonicwall global management system standard edition license 10 nodes win,,1835.31
No,903,2055,0,903,mavis beacon teaches typing 17 standard,encore software,19.99,2055,encore software 10076 mavis beacon typing 17 standardby broderbund,,17.97
No,786,2040,0,786,jeopardy! deluxe,encore,19.99,2040,encore software 14111 jeopardy! deluxe,,17.97
No,773,2195,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,2195,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
Yes,755,337,1,755,micromat protogo,micromat,,337,micromat techtool protogo,,109.99
Yes,1175,926,1,1175,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,926,apple mac os x 10.4.6 tiger family pack,,185.99
Yes,524,944,1,524,apple final cut express hd 3.5 ( mac ),apple computer,299.0,944,apple final cut express hd 3.5,,299.99
Yes,380,2676,1,380,kaspersky anti-virus 6.0,kaspersky lab,59.95,2676,kaspersky anti-virus 6.0 ( pc ),,59.99
Yes,875,2475,1,875,century software tinyterm plus v. 4.0 complete product,century software,,2475,century software ttpl-1 century tinyterm plus v. 4.0 complete product connectivity/data acess 1 user ( s ) complete product standard english pc,,188.97
